R,V,S,E,P,H,landslide
0.392,0.324,0.464,0.659,0.586,0.436,1
0.691,0.097,0.683,0.558,0.335,0.36,1
0.382,0.461,0.636,0.182,0.415,0.646,1
0.877,0.582,0.375,0.188,0.773,0.721,1
0.089,0.667,0.942,0.545,0.564,0.54,1
0.432,0.609,0.735,0.553,0.702,0.374,1
0.174,0.126,0.712,0.186,0.341,0.269,1
0.768,0.756,0.309,0.195,0.411,0.7,1
0.522,0.476,0.202,0.564,0.87,0.713,1
0.576,0.849,0.476,0.115,0.572,0.532,1
0.095,0.733,0.328,0.68,0.641,0.885,1
0.531,0.276,0.747,0.355,0.735,0.239,1
0.909,0.419,0.388,0.364,0.739,0.738,1
0.647,0.69,0.116,0.865,0.397,0.265,0
0.566,0.595,0.875,0.438,0.165,0.538,1
0.179,0.533,0.711,0.519,0.718,0.316,0
0.801,0.334,0.84,0.549,0.882,0.691,1
0.342,0.62,0.895,0.548,0.344,0.765,1
0.44,0.598,0.875,0.104,0.823,0.888,1
0.398,0.322,0.862,0.642,0.339,0.673,1
0.26,0.393,0.566,0.398,0.602,0.396,1
0.779,0.609,0.274,0.59,0.391,0.411,1
0.761,0.808,0.506,0.325,0.195,0.105,0
0.634,0.312,0.247,0.492,0.741,0.855,1
0.136,0.63,0.566,0.477,0.702,0.823,1
0.963,0.776,0.652,0.446,0.528,0.443,0
0.479,0.156,0.979,0.641,0.613,0.833,1
0.616,0.707,0.727,0.11,0.581,0.613,0
0.26,0.007,0.688,0.511,0.241,0.333,1
0.133,0.754,0.571,0.26,0.352,0.237,1
0.391,0.539,0.708,0.329,0.401,0.281,1
0.893,0.608,0.275,0.442,0.765,0.176,0
0.246,0.848,0.218,0.859,0.194,0.116,0
0.371,0.478,0.944,0.694,0.236,0.667,1
0.556,0.264,0.511,0.383,0.669,0.562,1
0.746,0.14,0.84,0.354,0.19,0.275,1
0.099,0.474,0.169,0.324,0.775,0.118,0
0.898,0.454,0.347,0.685,0.225,0.112,0
0.111,0.498,0.472,0.203,0.855,0.358,0
0.548,0.591,0.98,0.178,0.44,0.76,1
0.17,0.509,0.656,0.644,0.557,0.097,1
0.352,0.546,0.74,0.308,0.171,0.845,1
0.723,0.793,0.947,0.388,0.401,0.472,1
0.104,0.677,0.887,0.325,0.897,0.882,1
0.849,0.83,0.394,0.765,0.849,0.19,1
0.704,0.396,0.396,0.194,0.572,0.385,0
0.554,0.744,0.623,0.908,0.603,0.496,1
0.712,0.879,0.427,0.273,0.783,0.288,0
0.605,0.652,0.491,0.552,0.831,0.211,1
0.375,0.648,0.568,0.717,0.657,0.314,0
0.605,0.786,0.954,0.324,0.08,0.247,1
0.482,0.43,0.677,0.469,0.075,0.289,1
0.73,0.681,0.659,0.737,0.841,0.448,1
0.231,0.71,0.24,0.133,0.806,0.701,1
0.552,0.568,0.355,0.681,0.592,0.732,0
0.22,0.359,0.659,0.718,0.179,0.383,1
0.527,0.189,0.875,0.186,0.631,0.536,1
0.511,0.546,0.546,0.601,0.584,0.188,1
0.547,0.849,0.775,0.47,0.596,0.18,1
0.512,0.486,0.426,0.731,0.485,0.934,1
0.292,0.164,0.872,0.209,0.11,0.41,1
0.487,0.535,0.985,0.374,0.29,0.618,0
0.273,0.26,0.461,0.516,0.593,0.446,1
0.366,0.839,0.762,0.486,0.941,0.163,1
0.638,0.198,0.675,0.387,0.335,0.92,1
0.427,0.696,0.386,0.69,0.298,0.477,0
0.808,0.587,0.947,0.622,0.397,0.299,1
0.716,0.612,0.835,0.551,0.293,0.592,1
0.364,0.718,0.463,0.168,0.647,0.384,1
0.365,0.56,0.449,0.539,0.691,0.414,0
0.513,0.343,0.203,0.28,0.83,0.6,0
0.084,0.369,0.284,0.447,0.821,0.24,0
0.595,0.322,0.899,0.857,0.57,0.328,1
0.592,0.568,0.74,0.148,0.286,0.821,1
0.236,0.687,0.702,0.766,0.851,0.218,1
0.333,0.305,0.54,0.526,0.449,0.871,0
0.226,0.462,0.826,0.412,0.583,0.386,1
0.891,0.151,0.335,0.489,0.329,0.362,0
0.37,0.216,0.808,0.301,0.259,0.865,0
0.72,0.315,0.496,0.378,0.458,0.36,1
0.245,0.179,0.873,0.359,0.291,0.605,0
0.163,0.845,0.554,0.677,0.89,0.342,1
0.907,0.43,0.801,0.417,0.693,0.745,1
0.368,0.415,0.361,0.465,0.778,0.477,1
0.342,0.165,0.342,0.289,0.386,0.333,1
0.573,0.696,0.725,0.428,0.53,0.849,1
0.824,0.667,0.418,0.1,0.53,0.759,1
0.319,0.456,0.702,0.69,0.334,0.598,1
0.44,0.479,0.571,0.177,0.681,0.387,1
0.409,0.799,0.488,0.879,0.681,0.382,1
0.454,0.802,0.641,0.615,0.819,0.239,0
0.452,0.837,0.817,0.936,0.755,0.525,1
0.301,0.025,0.82,0.753,0.139,0.397,0
0.837,0.273,0.396,0.134,0.274,0.855,1
0.231,0.59,0.41,0.435,0.458,0.422,0
0.641,0.846,0.481,0.058,0.341,0.628,0
0.45,0.723,0.693,0.589,0.461,0.684,1
0.344,0.673,0.37,0.414,0.222,0.924,0
0.513,0.161,0.694,0.537,0.516,0.631,1
0.393,0.65,0.305,0.239,0.467,0.284,1
0.208,0.36,0.469,0.553,0.958,0.072,1
0.404,0.158,0.748,0.282,0.67,0.741,0
0.603,0.677,0.794,0.49,0.831,0.107,1
0.117,0.705,0.845,0.804,0.224,0.691,0
0.45,0.594,0.707,0.757,0.728,0.771,1
0.404,0.874,0.517,0.875,0.764,0.178,1
0.298,0.46,0.875,0.761,0.802,0.849,1
0.78,0.498,0.327,0.788,0.256,0.691,1
0.296,0.187,0.841,0.282,0.63,0.086,1
0.591,0.309,0.747,0.568,0.415,0.2,0
0.436,0.586,0.701,0.476,0.745,0.495,1
0.185,0.772,0.621,0.554,0.031,0.617,0
0.569,0.466,0.524,0.807,0.366,0.607,1
0.71,0.491,0.728,0.341,0.929,0.396,1
0.475,0.795,0.525,0.336,0.102,0.242,0
0.771,0.784,0.509,0.258,0.199,0.572,0
0.676,0.826,0.41,0.401,0.597,0.68,1
0.573,0.706,0.919,0.148,0.612,0.433,1
0.557,0.877,0.693,0.513,0.456,0.149,0
0.597,0.776,0.671,0.586,0.544,0.537,1
0.513,0.712,0.772,0.533,0.653,0.779,1
0.417,0.697,0.521,0.669,0.37,0.208,1
0.843,0.411,0.545,0.844,0.654,0.639,0
0.18,0.365,0.51,0.661,0.421,0.401,1
0.534,0.751,0.444,0.656,0.763,0.27,1
0.98,0.639,0.69,0.712,0.263,0.702,1
0.5,0.442,0.552,0.743,0.672,0.615,1
0.802,0.687,0.665,0.341,0.425,0.39,1
0.65,0.495,0.559,0.332,0.32,0.549,0
0.633,0.266,0.774,0.275,0.199,0.422,1
0.557,0.595,0.839,0.483,0.749,0.817,0
0.804,0.807,0.575,0.154,0.635,0.637,1
0.615,0.008,0.553,0.723,0.882,0.781,1
0.62,0.543,0.66,0.242,0.338,0.333,0
0.483,0.097,0.577,0.65,0.108,0.557,1
0.766,0.535,0.597,0.973,0.141,0.543,0
0.47,0.137,0.417,0.449,0.966,0.525,1
0.252,0.831,0.415,0.744,0.792,0.372,0
0.273,0.363,0.863,0.473,0.663,0.463,0
0.552,0.851,0.75,0.101,0.734,0.471,1
0.793,0.734,0.763,0.593,0.054,0.417,0
0.307,0.79,0.598,0.631,0.248,0.309,0
0.353,0.062,0.759,0.865,0.77,0.29,1
0.322,0.756,0.949,0.642,0.93,0.505,0
0.626,0.294,0.779,0.518,0.372,0.165,0
0.279,0.556,0.598,0.737,0.627,0.277,1
0.523,0.73,0.182,0.261,0.602,0.347,1
0.527,0.838,0.13,0.196,0.661,0.469,0
0.702,0.591,0.905,0.507,0.114,0.932,1
0.134,0.176,0.633,0.479,0.16,0.235,1
0.731,0.898,0.532,0.455,0.62,0.37,1
0.627,0.161,0.354,0.399,0.804,0.107,1
0.641,0.361,0.516,0.882,0.202,0.744,1
0.38,0.309,0.816,0.376,0.856,0.838,1
0.289,0.072,0.781,0.321,0.5,0.678,0
0.581,0.143,0.77,0.623,0.197,0.585,1
0.595,0.812,0.651,0.349,0.046,0.224,0
0.595,0.814,0.593,0.311,0.105,0.272,0
0.345,0.837,0.615,0.424,0.792,0.671,0
0.144,0.21,0.872,0.097,0.949,0.823,1
0.406,0.253,0.78,0.802,0.133,0.719,1
0.493,0.393,0.232,0.259,0.614,0.781,0
0.433,0.655,0.834,0.443,0.557,0.597,1
0.506,0.903,0.772,0.77,0.16,0.639,1
0.532,0.778,0.604,0.821,0.401,0.135,0
0.693,0.038,0.157,0.578,0.745,0.638,0
0.495,0.231,0.771,0.67,0.248,0.332,1
0.465,0.41,0.32,0.686,0.401,0.152,1
0.221,0.567,0.525,0.218,0.929,0.644,0
0.252,0.418,0.363,0.606,0.414,0.545,0
0.349,0.505,0.387,0.244,0.224,0.461,0
0.933,0.637,0.952,0.546,0.253,0.863,1
0.154,0.148,0.247,0.359,0.837,0.324,1
0.449,0.381,0.433,0.243,0.032,0.719,1
0.221,0.122,0.96,0.599,0.435,0.457,1
0.516,0.55,0.538,0.794,0.576,0.341,1
0.126,0.405,0.499,0.604,0.529,0.658,1
0.461,0.175,0.65,0.605,0.665,0.837,1
0.718,0.613,0.811,0.775,0.59,0.929,0
0.286,0.49,0.892,0.064,0.3,0.266,1
0.404,0.479,0.488,0.803,0.426,0.242,0
0.517,0.278,0.667,0.459,0.579,0.721,1
0.423,0.755,0.988,0.218,0.37,0.145,0
0.593,0.709,0.666,0.495,0.479,0.285,1
0.196,0.386,0.589,0.335,0.85,0.532,1
0.409,0.461,0.604,0.115,0.131,0.402,1
0.472,0.425,0.447,0.639,0.661,0.351,1
0.209,0.61,0.476,0.6,0.834,0.698,1
0.043,0.771,0.863,0.289,0.391,0.867,0
0.688,0.842,0.572,0.454,0.605,0.41,0
0.791,0.661,0.587,0.847,0.363,0.289,1
0.619,0.471,0.483,0.684,0.786,0.455,1
0.42,0.771,0.39,0.468,0.692,0.584,0
0.697,0.161,0.829,0.359,0.133,0.129,1
0.367,0.449,0.919,0.355,0.552,0.167,1
0.129,0.514,0.597,0.24,0.119,0.4,0
0.309,0.194,0.631,0.299,0.677,0.525,1
0.568,0.959,0.803,0.348,0.275,0.878,1
0.558,0.201,0.625,0.467,0.57,0.799,1
0.422,0.641,0.253,0.762,0.816,0.647,1
0.249,0.269,0.58,0.097,0.57,0.756,0
0.749,0.763,0.567,0.62,0.503,0.387,1
0.249,0.426,0.796,0.412,0.56,0.279,1
0.484,0.677,0.579,0.075,0.148,0.401,1
0.404,0.897,0.759,0.44,0.425,0.113,0
0.312,0.589,0.206,0.204,0.936,0.079,1
0.49,0.622,0.909,0.577,0.497,0.2,1
0.382,0.824,0.781,0.311,0.57,0.683,1
0.37,0.192,0.839,0.233,0.785,0.278,1
0.852,0.448,0.387,0.706,0.354,0.844,1
0.109,0.943,0.766,0.69,0.945,0.59,1
0.12,0.677,0.466,0.782,0.222,0.97,1
0.556,0.344,0.923,0.616,0.934,0.343,1
0.365,0.35,0.49,0.659,0.607,0.704,1
0.313,0.37,0.903,0.029,0.223,0.336,0
0.728,0.919,0.582,0.579,0.308,0.365,1
0.852,0.124,0.724,0.5,0.486,0.399,1
0.451,0.151,0.652,0.692,0.637,0.176,0
0.39,0.423,0.672,0.412,0.336,0.466,1
0.723,0.258,0.943,0.17,0.021,0.428,1
0.329,0.587,0.65,0.815,0.951,0.338,1
0.066,0.475,0.733,0.55,0.413,0.474,0
0.477,0.357,0.754,0.917,0.282,0.792,0
0.492,0.866,0.488,0.357,0.35,0.679,1
0.447,0.315,0.616,0.562,0.267,0.809,1
0.666,0.677,0.218,0.69,0.265,0.786,0
0.227,0.854,0.709,0.617,0.842,0.551,1
0.663,0.094,0.788,0.816,0.364,0.711,1
0.14,0.73,0.396,0.261,0.425,0.646,0
0.372,0.45,0.23,0.263,0.147,0.834,0
0.492,0.21,0.705,0.331,0.682,0.415,0
0.559,0.527,0.885,0.319,0.933,0.336,1
0.257,0.077,0.682,0.104,0.91,0.516,1
0.607,0.765,0.453,0.486,0.847,0.391,0
0.155,0.694,0.92,0.417,0.493,0.487,1
0.156,0.63,0.677,0.953,0.586,0.595,1
0.561,0.864,0.829,0.655,0.675,0.147,1
0.132,0.517,0.689,0.648,0.872,0.857,1
0.633,0.554,0.862,0.07,0.235,0.592,1
0.365,0.511,0.442,0.554,0.347,0.197,0
0.6,0.506,0.296,0.52,0.461,0.685,0
0.69,0.301,0.835,0.824,0.414,0.162,1
0.62,0.357,0.315,0.693,0.47,0.622,1
0.269,0.363,0.451,0.203,0.562,0.461,1
0.451,0.706,0.972,0.681,0.751,0.361,1
0.579,0.724,0.894,0.405,0.027,0.27,1
0.805,0.467,0.712,0.432,0.308,0.552,1
0.325,0.38,0.418,0.591,0.279,0.767,1
0.688,0.556,0.213,0.566,0.079,0.738,0
0.859,0.555,0.687,0.719,0.572,0.478,1
0.207,0.251,0.709,0.835,0.423,0.06,1
0.69,0.229,0.46,0.498,0.529,0.573,1
0.818,0.471,0.683,0.335,0.598,0.277,1
0.513,0.543,0.506,0.587,0.768,0.375,1
0.606,0.503,0.645,0.388,0.296,0.534,1
0.694,0.154,0.248,0.674,0.338,0.299,1
0.922,0.636,0.018,0.462,0.168,0.098,0
0.589,0.737,0.576,0.232,0.647,0.44,0
0.119,0.611,0.857,0.285,0.055,0.272,1
0.313,0.201,0.814,0.28,0.628,0.57,1
0.49,0.09,0.784,0.626,0.44,0.023,1
0.571,0.754,0.826,0.208,0.351,0.168,1
0.223,0.274,0.648,0.604,0.575,0.563,1
0.848,0.493,0.927,0.516,0.532,0.838,1
0.312,0.115,0.632,0.313,0.693,0.572,1
0.462,0.199,0.893,0.426,0.465,0.247,1
0.547,0.761,0.809,0.077,0.575,0.175,0
0.722,0.103,0.686,0.287,0.512,0.584,1
0.402,0.263,0.761,0.785,0.789,0.316,1
0.224,0.494,0.741,0.313,0.373,0.095,1
0.49,0.105,0.633,0.951,0.284,0.282,0
0.663,0.616,0.441,0.771,0.66,0.389,1
0.435,0.428,0.549,0.667,0.81,0.917,1
0.27,0.417,0.192,0.168,0.625,0.219,1
0.403,0.902,0.381,0.67,0.938,0.457,0
0.212,0.342,0.953,0.4,0.419,0.231,0
0.581,0.555,0.571,0.081,0.877,0.222,1
0.207,0.326,0.82,0.779,0.629,0.531,0
0.324,0.279,0.656,0.672,0.51,0.562,1
0.148,0.225,0.721,0.426,0.338,0.423,0
0.554,0.576,0.297,0.52,0.513,0.798,1
0.528,0.641,0.693,0.472,0.705,0.422,1
0.78,0.39,0.386,0.859,0.723,0.308,1
0.424,0.288,0.938,0.311,0.087,0.231,1
0.466,0.341,0.578,0.418,0.654,0.701,1
0.362,0.556,0.875,0.52,0.611,0.216,1
0.475,0.742,0.475,0.556,0.541,0.433,1
0.155,0.075,0.367,0.607,0.4,0.363,1
0.474,0.524,0.837,0.617,0.579,0.496,0
0.426,0.197,0.467,0.406,0.505,0.184,0
0.04,0.985,0.616,0.662,0.143,0.489,0
0.389,0.853,0.838,0.799,0.469,0.176,1
0.91,0.672,0.441,0.444,0.387,0.115,1
0.465,0.337,0.867,0.377,0.663,0.824,1
0.565,0.701,0.952,0.833,0.308,0.68,1
0.207,0.537,0.572,0.354,0.43,0.213,0
0.717,0.684,0.561,0.659,0.472,0.345,1
0.12,0.323,0.89,0.483,0.195,0.576,1
0.387,0.877,0.853,0.139,0.246,0.619,1
0.298,0.456,0.718,0.231,0.606,0.144,1
0.291,0.704,0.318,0.223,0.217,0.435,1
0.763,0.575,0.467,0.45,0.067,0.673,1
0.989,0.912,0.65,0.528,0.641,0.648,1
0.428,0.352,0.678,0.394,0.606,0.572,1
0.74,0.528,0.828,0.815,0.618,0.407,1
0.45,0.47,0.844,0.363,0.643,0.521,1
0.706,0.663,0.807,0.645,0.854,0.359,0
0.617,0.476,0.543,0.353,0.643,0.714,1
0.811,0.98,0.46,0.027,0.273,0.182,1
0.151,0.591,0.523,0.42,0.605,0.466,0
0.041,0.387,0.496,0.528,0.756,0.53,0
0.534,0.518,0.724,0.489,0.396,0.432,0
0.684,0.45,0.976,0.095,0.554,0.757,1
0.514,0.184,0.476,0.695,0.53,0.397,0
0.345,0.469,0.743,0.332,0.064,0.929,1
0.23,0.092,0.814,0.491,0.383,0.58,1
0.123,0.486,0.439,0.436,0.651,0.412,0
0.503,0.304,0.427,0.714,0.036,0.634,1
0.407,0.118,0.521,0.652,0.425,0.548,1
0.559,0.452,0.444,0.93,0.295,0.494,0
0.284,0.645,0.729,0.324,0.386,0.41,1
0.213,0.773,0.598,0.867,0.443,0.346,0
0.817,0.008,0.499,0.15,0.464,0.224,0
0.635,0.074,0.137,0.563,0.613,0.571,1
0.926,0.74,0.861,0.288,0.329,0.657,1
0.504,0.372,0.75,0.712,0.636,0.654,1
0.73,0.208,0.552,0.608,0.627,0.756,1
0.352,0.758,0.851,0.392,0.261,0.822,1
0.455,0.391,0.976,0.242,0.42,0.623,1
0.45,0.603,0.812,0.597,0.344,0.738,1
0.395,0.288,0.857,0.279,0.725,0.628,1
0.324,0.518,0.753,0.551,0.784,0.262,0
0.762,0.536,0.411,0.902,0.508,0.475,1
0.599,0.541,0.853,0.515,0.162,0.378,1
0.698,0.251,0.287,0.128,0.721,0.546,1
0.377,0.616,0.592,0.248,0.256,0.637,1
0.416,0.86,0.527,0.504,0.465,0.82,0
0.461,0.463,0.871,0.658,0.884,0.669,0
0.398,0.146,0.522,0.228,0.364,0.755,1
0.481,0.751,0.383,0.524,0.346,0.701,1
0.5,0.454,0.864,0.352,0.174,0.42,1
0.674,0.093,0.885,0.426,0.433,0.71,1
0.378,0.839,0.676,0.806,0.314,0.267,1
0.388,0.237,0.292,0.635,0.167,0.571,0
0.49,0.484,0.577,0.882,0.567,0.333,0
0.209,0.531,0.644,0.785,0.395,0.602,0
0.163,0.724,0.685,0.317,0.409,0.239,1
0.271,0.469,0.446,0.4,0.005,0.242,1
0.525,0.263,0.671,0.324,0.409,0.161,0
0.546,0.546,0.571,0.45,0.504,0.58,1
0.532,0.688,0.374,0.224,0.749,0.1,0
0.266,0.665,0.699,0.249,0.727,0.767,1
0.488,0.61,0.765,0.675,0.335,0.691,1
0.875,0.327,0.642,0.604,0.584,0.65,1
0.957,0.362,0.748,0.282,0.712,0.406,1
0.227,0.561,0.671,0.55,0.403,0.396,1
0.312,0.932,0.865,0.258,0.657,0.4,0
0.716,0.445,0.443,0.29,0.329,0.383,1
0.419,0.717,0.925,0.612,0.671,0.92,1
0.603,0.323,0.713,0.612,0.56,0.329,1
0.017,0.507,0.488,0.529,0.455,0.682,0
0.773,0.781,0.337,0.324,0.73,0.573,1
0.762,0.545,0.652,0.688,0.949,0.12,1
0.399,0.685,0.572,0.758,0.701,0.617,1
0.347,0.665,0.798,0.855,0.263,0.101,1
0.545,0.329,0.715,0.577,0.429,0.488,1
0.584,0.621,0.976,0.814,0.409,0.143,1
0.485,0.14,0.72,0.321,0.644,0.444,1
0.757,0.731,0.476,0.154,0.335,0.384,0
0.546,0.623,0.843,0.832,0.718,0.742,1
0.65,0.524,0.284,0.566,0.667,0.651,1
0.504,0.739,0.923,0.391,0.409,0.523,0
0.526,0.429,0.511,0.647,0.606,0.38,0
0.743,0.566,0.679,0.584,0.6,0.57,1
0.625,0.313,0.32,0.155,0.586,0.619,1
0.817,0.477,0.124,0.53,0.761,0.076,1
0.132,0.72,0.437,0.696,0.108,0.592,0
0.3,0.878,0.389,0.68,0.375,0.641,1
0.638,0.275,0.931,0.462,0.442,0.52,1
0.927,0.343,0.784,0.313,0.798,0.287,1
0.205,0.085,0.514,0.692,0.585,0.488,0
0.801,0.349,0.727,0.196,0.252,0.3,1
0.566,0.675,0.853,0.489,0.59,0.749,1
0.534,0.829,0.577,0.479,0.89,0.081,0
0.614,0.106,0.68,0.761,0.733,0.469,1
0.56,0.235,0.8,0.61,0.755,0.872,1
0.129,0.64,0.664,0.635,0.613,0.592,1
0.711,0.621,0.569,0.44,0.285,0.764,0
0.067,0.269,0.891,0.595,0.517,0.334,1
0.837,0.259,0.482,0.66,0.39,0.334,1
0.226,0.851,0.518,0.582,0.513,0.368,0
0.105,0.179,0.92,0.273,0.171,0.404,1
0.689,0.488,0.553,0.186,0.525,0.702,1
0.595,0.596,0.633,0.809,0.407,0.772,1
0.348,0.801,0.947,0.59,0.289,0.793,1
0.318,0.609,0.756,0.292,0.325,0.213,0
0.178,0.295,0.569,0.297,0.494,0.496,0
0.357,0.51,0.635,0.343,0.466,0.407,1
0.084,0.488,0.859,0.76,0.373,0.953,0
0.36,0.3,0.965,0.458,0.763,0.347,1
0.861,0.553,0.421,0.435,0.202,0.497,1
0.464,0.881,0.644,0.492,0.313,0.767,1
0.323,0.72,0.723,0.41,0.421,0.179,1
0.229,0.68,0.298,0.769,0.765,0.354,1
0.894,0.141,0.769,0.384,0.519,0.651,1
0.627,0.711,0.773,0.73,0.544,0.66,0
0.285,0.154,0.361,0.793,0.537,0.494,0
0.843,0.797,0.618,0.188,0.375,0.752,1
0.796,0.467,0.969,0.211,0.647,0.267,1
0.061,0.561,0.581,0.776,0.821,0.085,1
0.735,0.699,0.92,0.652,0.592,0.926,1
0.338,0.665,0.342,0.521,0.244,0.657,1
0.731,0.311,0.778,0.775,0.416,0.485,1
0.794,0.429,0.862,0.325,0.13,0.573,1
0.44,0.208,0.931,0.708,0.717,0.605,1
0.521,0.751,0.76,0.721,0.382,0.213,0
0.607,0.603,0.632,0.209,0.14,0.701,0
0.663,0.308,0.599,0.208,0.784,0.175,1
0.922,0.764,0.354,0.829,0.079,0.204,0
0.096,0.27,0.949,0.88,0.442,0.094,0
0.679,0.41,0.519,0.515,0.266,0.496,1
0.463,0.636,0.696,0.229,0.272,0.902,0
0.569,0.494,0.453,0.687,0.503,0.381,1
0.568,0.435,0.625,0.676,0.475,0.417,1
0.341,0.577,0.562,0.232,0.209,0.362,1
0.906,0.239,0.246,0.161,0.885,0.675,0
0.366,0.731,0.286,0.921,0.249,0.447,0
0.504,0.336,0.288,0.803,0.206,0.68,1
0.665,0.205,0.808,0.06,0.554,0.782,1
0.373,0.173,0.852,0.467,0.101,0.327,1
0.351,0.818,0.835,0.891,0.653,0.532,1
0.041,0.756,0.757,0.213,0.45,0.067,1
0.14,0.311,0.732,0.881,0.681,0.956,0
0.937,0.551,0.736,0.7,0.321,0.221,1
0.74,0.669,0.83,0.261,0.17,0.542,1
0.589,0.813,0.418,0.425,0.236,0.836,0
0.854,0.433,0.508,0.521,0.858,0.337,1
0.562,0.397,0.388,0.354,0.066,0.669,0
0.387,0.399,0.845,0.646,0.061,0.338,1
0.733,0.169,0.215,0.412,0.382,0.885,1
0.651,0.567,0.549,0.339,0.295,0.023,1
0.598,0.618,0.898,0.462,0.426,0.721,1
0.469,0.467,0.752,0.728,0.702,0.534,1
0.387,0.659,0.604,0.125,0.273,0.728,0
0.713,0.509,0.525,0.171,0.18,0.173,0
0.762,0.319,0.639,0.527,0.76,0.286,0
0.285,0.376,0.956,0.353,0.757,0.077,1
0.08,0.807,0.785,0.458,0.72,0.499,0
0.278,0.322,0.247,0.398,0.609,0.252,1
0.837,0.634,0.878,0.118,0.38,0.424,1
0.861,0.394,0.564,0.022,0.324,0.689,0
0.5,0.434,0.484,0.64,0.586,0.625,1
0.725,0.413,0.936,0.562,0.497,0.219,1
0.292,0.697,0.383,0.724,0.462,0.083,0
0.174,0.131,0.893,0.545,0.454,0.63,1
0.291,0.749,0.529,0.575,0.666,0.437,1
0.24,0.602,0.339,0.424,0.508,0.345,0
0.618,0.284,0.317,0.775,0.219,0.551,0
0.877,0.377,0.779,0.718,0.371,0.274,1
0.994,0.935,0.287,0.486,0.449,0.498,1
0.671,0.576,0.606,0.692,0.904,0.301,1
0.596,0.379,0.319,0.553,0.178,0.276,0
0.238,0.816,0.71,0.739,0.612,0.136,0
0.499,0.411,0.744,0.445,0.581,0.484,1
0.634,0.524,0.406,0.482,0.777,0.414,1
0.579,0.873,0.984,0.49,0.218,0.157,1
0.871,0.637,0.668,0.499,0.924,0.649,1
0.598,0.595,0.762,0.366,0.96,0.622,1
0.306,0.693,0.832,0.879,0.328,0.82,1
0.353,0.371,0.374,0.726,0.061,0.225,0
0.7,0.449,0.499,0.577,0.131,0.485,0
0.499,0.311,0.287,0.315,0.915,0.212,0
0.075,0.785,0.758,0.652,0.48,0.422,0
0.278,0.733,0.689,0.301,0.37,0.562,0
0.946,0.725,0.208,0.811,0.726,0.099,1
0.986,0.808,0.355,0.431,0.293,0.581,0
0.641,0.14,0.332,0.491,0.969,0.425,1
0.59,0.329,0.864,0.087,0.216,0.58,1
0.354,0.57,0.409,0.875,0.23,0.462,1
0.473,0.484,0.598,0.456,0.087,0.592,1
0.352,0.525,0.51,0.813,0.665,0.192,1
0.534,0.416,0.403,0.126,0.759,0.314,1
0.468,0.796,0.846,0.601,0.586,0.492,1
0.534,0.233,0.864,0.728,0.569,0.851,1
0.139,0.245,0.745,0.764,0.871,0.381,1
0.385,0.168,0.611,0.631,0.302,0.459,0
0.459,0.081,0.558,0.386,0.641,0.558,0
0.353,0.461,0.755,0.713,0.444,0.853,1
0.23,0.638,0.349,0.657,0.559,0.83,1
0.37,0.329,0.377,0.71,0.53,0.509,0
0.756,0.505,0.74,0.57,0.293,0.711,1
0.249,0.678,0.842,0.354,0.757,0.603,1
0.655,0.313,0.516,0.727,0.637,0.683,1
0.308,0.552,0.882,0.894,0.328,0.555,1
0.007,0.124,0.855,0.129,0.752,0.376,1
0.55,0.392,0.852,0.703,0.443,0.588,1
0.901,0.68,0.331,0.12,0.487,0.514,1
0.436,0.709,0.544,0.927,0.411,0.61,1
0.562,0.504,0.752,0.558,0.496,0.594,0
0.437,0.662,0.221,0.192,0.21,0.58,0
0.574,0.214,0.389,0.064,0.636,0.456,1
0.571,0.321,0.647,0.257,0.139,0.481,1
0.616,0.347,0.151,0.307,0.756,0.205,1
0.353,0.453,0.357,0.298,0.322,0.654,1
0.797,0.549,0.557,0.307,0.329,0.803,1
0.399,0.754,0.388,0.021,0.088,0.398,0
0.345,0.583,0.595,0.524,0.532,0.587,1
0.25,0.224,0.308,0.464,0.648,0.639,0
0.321,0.119,0.425,0.522,0.66,0.794,1
0.253,0.22,0.453,0.383,0.23,0.574,1
0.914,0.233,0.798,0.61,0.543,0.812,1
0.686,0.305,0.623,0.557,0.39,0.147,1
0.218,0.586,0.608,0.661,0.712,0.397,1
0.564,0.578,0.667,0.461,0.187,0.392,0
0.598,0.125,0.683,0.898,0.973,0.611,1
0.802,0.932,0.27,0.359,0.696,0.675,1
0.393,0.1,0.223,0.449,0.375,0.665,0
0.768,0.768,0.616,0.308,0.157,0.166,0
0.335,0.16,0.855,0.077,0.97,0.149,1
0.511,0.581,0.706,0.291,0.797,0.706,1
0.309,0.625,0.687,0.523,0.341,0.327,1
0.619,0.2,0.552,0.328,0.232,0.239,1
0.218,0.424,0.359,0.694,0.654,0.134,0
0.19,0.865,0.707,0.77,0.569,0.522,0
0.393,0.385,0.509,0.954,0.327,0.799,1
0.688,0.536,0.446,0.36,0.568,0.276,1
0.626,0.611,0.324,0.446,0.616,0.665,1
0.663,0.765,0.891,0.339,0.289,0.632,1
0.171,0.289,0.804,0.619,0.234,0.315,1
0.546,0.411,0.927,0.411,0.396,0.249,0
0.438,0.899,0.508,0.797,0.467,0.686,0
0.813,0.397,0.811,0.499,0.269,0.801,1
0.687,0.643,0.872,0.452,0.606,0.451,1
0.483,0.783,0.737,0.025,0.174,0.185,1
0.826,0.406,0.7,0.238,0.623,0.543,1
0.724,0.255,0.745,0.273,0.676,0.769,1
0.656,0.104,0.059,0.158,0.413,0.536,1
